mois_traitement,lignes_agregees,remboursement_part_legale_eur,depense_prefiltree_eur,depassement_prefiltre_eur,quantite_prefiltree,lignes_remboursement_negatif
202501,36640259,13342058546.160000,14048903786.750000,951356443.990000,1201380115.000000,5600345
