mois_traitement,code_prestation,remboursement_part_legale_eur,quantite_prefiltree
202501,9209,966.000000,7.000000
202501,4229,957.920000,14.000000
202501,2212,922.530000,153.000000
202501,3376,901.000000,44.000000
202501,1038,896.610000,33.000000
202501,6252,860.270000,22.000000
202501,3501,832.200000,27120.000000
202501,1468,799.800000,27.000000
202501,2234,702.660000,14.000000
202501,1180,700.000000,1.000000
202501,2413,691.200000,10.000000
202501,2231,682.530000,215.000000
202501,3523,654.840000,30.000000
202501,3340,474.840000,9.000000
202501,3530,459.080000,43.000000
202501,3338,438.400000,8.000000
202501,3500,435.550000,14306.000000
202501,1045,432.500000,15.000000
202501,3585,407.220000,413.000000
202501,3593,400.000000,4.000000
202501,1912,398.670000,1.000000
202501,1123,339.000000,10.000000
202501,4206,332.480000,2.000000
202501,1457,322.000000,22.000000
202501,4333,276.000000,2.000000
202501,9212,276.000000,1.000000
202501,2240,263.530000,593.000000
202501,3414,250.250000,5.000000
202501,1426,222.000000,4.000000
202501,9114,200.000000,1.000000
202501,2221,199.990000,19.000000
202501,3568,196.180000,6253.000000
202501,3580,185.440000,5968.000000
202501,1167,175.450000,41.000000
202501,9207,158.670000,3.000000
202501,3173,155.100000,5.000000
202501,9119,150.000000,1.000000
202501,3527,147.390000,17.000000
202501,3562,140.790000,4589.000000
202501,3566,138.260000,4416.000000
202501,1438,138.000000,6.000000
202501,9514,120.000000,3.000000
202501,2284,120.000000,7147.000000
202501,1222,113.120000,3.000000
202501,2105,106.000000,1.000000
202501,3592,97.440000,3.000000
202501,3567,96.330000,3021.000000
202501,1148,86.000000,4.000000
202501,1057,76.500000,3.000000
202501,3560,70.040000,2263.000000
202501,3309,65.590000,6559.000000
202501,1909,57.200000,2.000000
202501,3327,50.480000,4.000000
202501,1459,50.320000,29.000000
202501,3328,41.190000,10.000000
202501,1924,40.000000,1.000000
202501,4501,39.750000,1.000000
202501,3583,32.450000,16.000000
202501,3569,32.330000,1014.000000
202501,9205,32.030000,1.000000
202501,1960,32.000000,1.000000
202501,1188,27.540000,1.000000
202501,3536,26.400000,16.000000
202501,3539,26.350000,5.000000
202501,1955,24.000000,56.000000
202501,1705,23.000000,1.000000
202501,3537,20.180000,8.000000
202501,3335,18.220000,2.000000
202501,3538,17.780000,4.000000
202501,3388,13.520000,10.000000
202501,3402,10.090000,1009.000000
202501,4235,9.000000,1.000000
202501,3581,7.460000,1.000000
202501,3533,4.860000,2.000000
202501,3532,2.320000,1.000000
202501,3410,2.290000,231.000000
202501,3425,0.010000,1.000000
202501,2299,0.000000,1071.000000
202501,5403,0.000000,0.000000
202501,5129,0.000000,0.000000
202501,2297,0.000000,85839.000000
202501,9152,0.000000,0.000000
202501,5125,0.000000,0.000000
202501,5205,0.000000,-1.000000
202501,5121,0.000000,0.000000
202501,5130,0.000000,0.000000
202501,5202,0.000000,8552.000000
202501,2141,0.000000,16282.000000
202501,5122,0.000000,0.000000
202501,5126,0.000000,0.000000
202501,2283,0.000000,21198.000000
202501,9432,0.000000,0.000000
202501,1954,0.000000,228.000000
202501,5206,0.000000,292.000000
202501,5124,0.000000,0.000000
202501,2253,0.000000,107865.000000
202501,9191,0.000000,0.000000
202501,2281,0.000000,346625.000000
202501,5402,0.000000,0.000000
202501,5123,0.000000,0.000000
202501,1921,0.000000,3.000000
202501,1977,-4.000000,4.000000
202501,2217,-19.610000,-1.000000
202501,5204,-270.500000,41577.000000
202501,5203,-965.270000,212818.000000
202501,3118,-2817.500000,-14.000000
202501,1172,-3240.000000,-55.000000
202501,5201,-3310.530000,43021.000000
202501,6116,-16153.850000,-406.000000
202501,1973,-19864.100000,5102.000000
202501,1161,-36698.170000,2.000000
202501,3316,-57225.720000,-37.000000
202501,1971,-544262.010000,577227.000000
202501,2176,-1385156.750000,-1.000000
202501,1975,-2792595.660000,2808593.000000
202501,1956,-3885288.000000,2.000000
202501,1957,-4377892.520000,467766.000000
202501,2285,-9053046.000000,252.000000
202501,1974,-12859152.570000,3278875.000000
202501,1951,-28550310.000000,14309023.000000
202501,1976,-58281837.290000,59032833.000000
202501,1952,-100232402.160000,50222810.000000
202501,1972,-157060313.700000,164433479.000000
